Firm CRD,Investments - CD,Investments - Closed-End Funds,Investments - Commercial Paper,Investments - Corporate Debt,Investments - Equities Exchange,Investments - Equities Foreign,Investments - Equities Otc,Investments - ETFs,Investments - ETNs,Investments - Futures Intangibles,Investments - Futures Tangibles,Investments - Hedge Funds,Investments - Money Markets,Investments - Municipal Securities,Investments - Mutual Funds,Investments - Oil and Gas Partnerships,Investments - Options Commodities,Investments - Options Securities,Investments - Private Equity Funds,Investments - Private Placements,Investments - Real Estate Partnerships,Investments - REITs,Investments - UITs,Investments - US Government Securities,Investments - Variable Annuities,Investments - Variable Life,Investments - Venture Capital Funds,Investments - Warrants,Investments - Other Partnerships,Investment Strategies - Active,Investment Strategies - Alternative Investing,Investment Strategies - Builds Portfolios Of ETFS ETNS,Investment Strategies - Builds Portfolios Of Mutual Funds,Investment Strategies - ESG Impact Investing,Investment Strategies - Focus Cash Management,Investment Strategies - Focus Equities Domestic,Investment Strategies - Focus Equities International,Investment Strategies - Focus Fixed Income Taxable,Investment Strategies - Focus Fixed Income Tax Free,Investment Strategies - Long Term Buy,Investment Strategies - Margin Transactions,Investment Strategies - Option Writing,Investment Strategies - Passive,Investment Strategies - Primarily Recommends Particular Type Of Security,Investment Strategies - Proprietary Model For Security Selection,Investment Strategies - Selects Separate Account Managers,Investment Strategies - Short Sales,Investment Strategies - Short Term Buy,Investment Strategies - Socially Responsible Investing,Investment Strategies - Style Growth,Investment Strategies - Style Value,Investment Strategies - Trading,Investment Strategies - Other,Methods of Analysis - Charting,Methods of Analysis - Cyclical,Methods of Analysis - Fundamental,Methods of Analysis - Technical,Methods of Analysis - Other,Research Methods - Company Press Releases,Research Methods - Corporate Rating Services,Research Methods - Financial Publications,Research Methods - Inspection Of Corporate Records,Research Methods - SEC Filings,Research Methods - Third Party Research,Research Methods - Timing Services,Research Methods - Other Information Sources,7B Private Fund Reporting - Yes or No
335727,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
336331,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
336564,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,Yes,,,Yes,,Yes,Yes,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
337630,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,
337808,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes
337852,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,
338123,Yes,,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
338359,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,Yes,
335595,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,Yes,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
337425,,Yes,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
337832,Yes,,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,
337858,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,
337967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
338276,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,Yes,,,,Yes,,Yes,,,,Yes,Yes,,,,,Yes,,,,,,,,,
336474,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,,,
336633,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,
337370,,,,Yes,,,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,
337378,,,,Yes,,,,Yes,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,Yes,,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,Yes,,Yes,,,
337695,,,,Yes,,,,,,Yes,,,,,,,Yes,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,,,,,,Yes,,,
337920,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,
337991,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,
338048,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,
338081,,,,Yes,,,,,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,
338093,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,
338120,,Yes,,Yes,,,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,
310492,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,Yes
337600,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,,,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,,Yes,,,,Yes,Yes,,,,,,,Yes,,,
337619,,,,Yes,,,,Yes,,Yes,,Yes,,,Yes,,Yes,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,
338015,,,,Yes,,,,Yes,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,,Yes,,,,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,Yes
338031,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,,Yes,,,,,,Yes,,,,Yes,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,,
338032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,
338154,Yes,,,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,
338271,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
338295,,Yes,,,,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,Yes,,Yes,,Yes,
338323,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335050,,,,Yes,Yes,,,Yes,,,,,,,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,,Yes,
337847,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,,,,,Yes,,,,,,,,,
337883,,,,Yes,Yes,,,Yes,,,,Yes,,Yes,Yes,,,,Yes,,,,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
338108,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,
338239,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,
338463,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,
334279,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
335631,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,
337319,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,Yes,,,,,,Yes,,,
338236,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
333849,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,Yes,,,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,,Yes,,,Yes,Yes,,,,,,,,,,,
337627,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,
337921,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,
337938,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,Yes,
337984,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
338220,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
338310,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,Yes,Yes,,,,,Yes,,,,,,,,,,Yes,
338391,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
329392,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,
336809,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,,,,Yes,,Yes,,,,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,Yes,
337491,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,
337507,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,Yes,,,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
337631,Yes,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,Yes,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,,,,,,,
337750,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,
337855,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,
331588,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,Yes,
333518,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
335113,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,,,,Yes,,,,,Yes,Yes,Yes,,,,
337295,,,,Yes,Yes,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
337811,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
337889,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,Yes,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,
337900,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,
337908,Yes,,,,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,Yes,,,Yes,,,Yes,,Yes,,,,,,,,Yes,
338355,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,Yes,,Yes,,,,,,,,,
338474,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,,Yes,,,,Yes,Yes,,,,Yes,Yes,Yes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332055,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,Yes,Yes,Yes,,,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,,,,Yes,,,,,,,,,
334030,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,
336209,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
336621,,Yes,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
336849,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,,,,,Yes,,,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,
337793,Yes,,,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,
337803,,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,
337806,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
337872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,Yes,
337906,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,
335245,,,,,Yes,,,Yes,,,,,Yes,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes
336583,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,
337661,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,Yes,,Yes,,,Yes,,,,,Yes,
337743,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
336225,Yes,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,
337710,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,Yes,,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,
338078,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,Yes,,,,,,Yes,,,,Yes,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,
334987,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,Yes,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,,Yes,,,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,
335104,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,
335925,,,,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,Yes,,,,,,Yes,Yes,,Yes,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,
336566,,,,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,
337424,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,
337648,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
337989,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,
338148,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
338189,,,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
338281,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,
333941,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
335309,,,,,Yes,Yes,,Yes,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,Yes,
336661,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,
336670,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,
336823,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
337686,,,,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,
337951,,,,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,,Yes,,,Yes,,Yes,,Yes,
